origin_city,pct_same_day,pct_4hr,shipments_per_day,avg_distance_km,cur_delivery_time_hr,cur_cost_aed,delay_rate_pct,delay_churn_pct
dubai,94.7,68.0,41,98.9,2.5,44.39,49.9,32.4
al ain,72.8,34.9,99,68.7,1.4,30.77,36.4,16.8
sharjah,12.7,23.2,171,27.5,0.9,10.46,28.1,10.3
sharjah,93.8,5.7,156,85.3,2.7,42.83,41.2,23.9
ajman,58.2,27.8,178,39.7,1.0,16.77,44.4,24.7
ajman,33.3,13.7,172,97.5,2.8,38.34,55.8,23.9
dubai,39.7,36.9,67,26.1,0.7,11.47,46.1,27.5
al ain,72.5,70.3,142,109.0,2.2,51.86,28.7,16.0
ajman,37.6,69.2,75,51.8,1.5,23.81,13.1,4.7
al ain,57.9,31.8,194,77.8,2.4,39.48,28.2,10.7
sharjah,71.0,50.9,36,28.5,0.7,14.59,26.4,14.9
ajman,19.5,21.7,54,42.2,1.0,19.91,35.9,19.4
sharjah,94.4,50.3,188,70.3,1.7,32.29,37.5,11.8
al ain,35.6,51.0,48,71.4,1.8,32.99,13.0,5.2
ras al khaimah,41.9,30.1,124,150.0,4.1,64.61,48.4,16.3
al ain,69.9,25.9,58,53.6,1.7,23.82,24.8,17.1
ajman,60.9,98.0,57,17.2,0.4,7.82,47.2,23.3
ras al khaimah,44.0,53.7,134,81.0,2.5,40.84,0.9,0.5
sharjah,65.0,56.2,159,51.7,1.8,25.55,46.2,16.6
sharjah,90.3,0.8,47,132.3,3.0,52.29,33.0,16.1
ras al khaimah,80.0,18.2,196,35.5,1.0,19.03,25.4,17.4
dubai,82.4,35.7,18,129.1,3.3,68.91,8.6,5.6
ras al khaimah,25.8,96.6,20,101.2,2.9,41.52,53.2,26.2
dubai,41.9,17.5,195,32.3,1.1,17.44,3.2,2.1
ajman,55.4,30.3,12,63.8,2.1,29.0,6.8,3.2
sharjah,4.4,99.0,63,76.4,2.0,30.62,50.8,27.7
sharjah,77.0,48.1,25,80.7,2.5,39.52,41.3,18.7
sharjah,32.3,31.8,45,62.6,1.7,23.08,50.6,29.0
sharjah,28.3,63.4,15,89.8,2.8,43.44,58.3,33.9
sharjah,25.9,49.6,72,108.9,3.6,55.57,20.4,7.0
sharjah,28.3,95.7,59,78.4,2.4,33.17,48.5,32.0
ajman,33.8,8.3,32,92.4,1.9,38.83,2.3,0.9
ras al khaimah,60.5,79.1,144,129.6,3.1,53.01,54.7,33.1
ajman,58.4,27.9,8,77.2,2.5,33.45,38.2,25.9
ajman,25.6,80.7,95,65.4,1.3,30.29,54.2,22.6
al ain,20.6,84.8,61,40.9,1.1,20.33,33.8,23.3
al ain,82.6,84.9,130,24.0,0.7,12.47,37.9,23.1
dubai,9.3,86.7,68,47.4,1.5,21.74,55.8,33.1
ras al khaimah,51.3,71.8,95,63.9,2.1,28.47,18.1,6.2
abu dhabi,52.1,14.2,162,115.8,2.4,49.5,20.7,10.0
abu dhabi,57.4,5.2,29,36.5,1.1,17.05,51.1,25.0
ras al khaimah,88.6,34.1,87,106.8,3.4,41.23,57.9,38.1
dubai,62.4,49.5,112,16.5,0.4,7.33,40.1,19.9
al ain,97.4,30.3,147,28.0,0.8,12.64,25.8,11.7
ras al khaimah,87.1,74.2,107,52.3,1.6,24.75,6.7,3.1
al ain,21.5,72.2,147,73.1,1.8,27.22,36.4,25.0
ras al khaimah,24.1,97.2,159,31.2,0.8,13.65,49.5,27.0
al ain,34.5,40.1,158,21.2,0.5,10.54,6.6,3.3
dubai,39.2,78.6,123,87.0,2.8,43.6,17.4,10.5
al ain,55.3,74.1,183,64.7,1.5,29.62,6.1,2.5
dubai,23.3,98.9,5,65.3,1.7,33.76,20.3,13.0
abu dhabi,22.2,77.4,100,49.7,1.4,24.64,34.6,19.0
dubai,38.1,28.4,160,58.8,1.3,29.61,7.8,3.2
sharjah,67.2,1.5,21,31.7,0.8,15.94,28.4,9.6
ras al khaimah,68.8,96.8,163,44.2,1.0,21.71,0.8,0.4
abu dhabi,97.6,71.6,8,83.6,2.0,42.98,49.4,29.9
ras al khaimah,20.2,81.3,157,80.7,2.0,30.46,40.5,17.5
ajman,39.3,79.3,38,136.4,3.7,61.47,38.9,26.7
ajman,96.5,73.6,133,125.7,3.3,63.93,50.9,26.2
al ain,69.0,75.1,166,6.0,0.1,2.28,8.3,5.3
sharjah,59.2,92.9,163,38.3,1.0,14.86,58.1,20.3
sharjah,54.0,91.4,115,133.7,2.8,57.8,2.8,1.5
al ain,7.6,37.9,181,50.6,1.2,23.35,26.7,18.5
ajman,89.3,3.1,28,74.3,1.6,36.43,0.1,0.0
ajman,62.6,3.9,48,102.9,2.3,47.43,55.2,33.7
abu dhabi,57.2,44.7,27,83.8,2.3,33.44,28.6,16.6
abu dhabi,54.0,83.5,144,5.7,0.2,2.92,16.4,7.2
abu dhabi,39.2,84.8,178,35.0,0.8,14.27,26.6,16.8
abu dhabi,25.5,40.4,186,19.6,0.6,10.08,57.1,27.2
abu dhabi,75.5,30.2,104,29.3,0.6,13.16,13.8,6.3
ras al khaimah,51.0,50.7,27,26.4,0.7,9.7,20.7,11.7
dubai,3.4,83.3,35,95.3,2.5,42.53,0.6,0.2
ajman,39.9,63.6,125,64.0,1.4,30.57,13.2,8.8
al ain,92.9,14.0,179,14.6,0.4,7.57,53.1,17.3
ras al khaimah,37.4,36.2,197,16.9,0.4,7.85,28.8,19.0
sharjah,41.3,55.5,144,142.8,4.6,76.89,5.9,3.0
dubai,62.4,53.8,176,27.4,0.8,11.74,49.9,28.3
al ain,80.2,83.1,96,41.8,1.3,16.9,50.8,34.7
dubai,66.8,93.2,40,88.3,2.0,38.83,58.7,40.2
ras al khaimah,85.0,10.0,93,32.1,0.8,15.36,3.7,2.4
ras al khaimah,11.4,22.4,20,33.6,1.0,12.67,26.4,16.0
abu dhabi,92.5,39.2,134,15.5,0.4,5.83,53.1,28.0
ras al khaimah,90.4,29.6,66,147.2,4.3,69.53,7.1,2.8
abu dhabi,51.9,40.8,68,92.9,2.4,39.86,21.7,10.3
abu dhabi,62.5,4.1,1,81.8,2.5,40.98,54.3,28.9
ras al khaimah,21.3,6.6,199,133.9,4.0,54.56,5.5,2.2
al ain,44.8,83.8,86,91.2,2.2,39.95,43.5,23.5
abu dhabi,20.3,10.3,157,43.1,1.4,19.51,57.0,29.9
al ain,2.2,82.4,104,73.5,2.3,38.93,36.1,21.2
al ain,98.1,30.7,128,74.2,1.6,26.81,52.7,29.1
ras al khaimah,25.9,30.9,94,62.7,1.3,25.02,48.0,31.0
dubai,59.3,10.1,137,114.3,3.5,43.04,48.4,22.6
abu dhabi,30.0,1.3,40,20.9,0.6,11.25,37.8,20.1
ras al khaimah,37.1,35.5,199,28.1,1.0,10.78,4.2,2.3
al ain,39.8,83.5,86,59.0,1.8,29.98,24.0,10.5
ras al khaimah,33.5,92.0,3,15.3,0.4,6.94,50.0,28.2
sharjah,63.7,6.2,190,148.2,3.1,74.22,12.2,5.3
abu dhabi,96.1,3.1,5,76.9,2.2,31.86,18.0,11.0
al ain,42.9,15.9,94,12.3,0.3,5.48,30.8,20.4
abu dhabi,97.3,76.6,157,93.1,3.2,49.9,25.4,10.2
sharjah,66.8,20.5,74,118.3,3.6,44.62,49.0,26.2
al ain,60.7,23.1,42,64.1,2.1,30.24,58.4,37.6
ajman,23.7,88.9,48,74.7,2.3,39.78,6.4,3.4
abu dhabi,6.3,87.5,137,106.6,3.2,40.81,1.1,0.5
dubai,85.2,67.0,115,38.9,1.1,19.89,46.5,26.9
sharjah,57.4,16.4,101,91.7,2.6,37.57,4.5,2.1
al ain,41.4,38.1,103,96.5,2.7,38.23,14.4,7.1
sharjah,81.2,23.6,64,121.7,4.0,47.46,21.0,14.6
ras al khaimah,31.1,67.2,187,134.2,3.2,66.08,17.9,8.1
abu dhabi,78.4,78.0,47,141.4,4.8,51.82,38.9,25.8
ras al khaimah,32.8,14.2,167,23.3,0.7,10.15,16.6,9.9
ras al khaimah,92.1,89.8,155,123.4,3.3,59.9,36.4,17.0
ajman,26.8,46.3,2,102.9,2.4,39.63,41.7,27.6
ras al khaimah,13.8,79.5,35,58.8,1.4,23.54,1.3,0.5
ajman,69.8,5.2,110,138.8,4.0,53.78,22.0,15.0
sharjah,16.3,36.1,32,129.7,2.9,47.3,3.1,1.8
ras al khaimah,94.9,1.5,170,117.3,2.4,51.87,45.9,23.8
al ain,65.6,71.8,88,13.3,0.3,5.98,3.5,1.7
al ain,23.1,7.9,167,30.7,0.8,16.28,51.7,34.7
abu dhabi,20.9,33.8,24,138.2,4.7,67.86,50.9,31.8
ras al khaimah,92.4,78.2,5,147.4,4.2,78.8,31.0,16.1
dubai,60.8,74.9,128,45.2,1.2,22.43,56.6,35.4
ajman,89.4,64.0,160,45.2,1.6,24.24,22.0,11.5
ajman,11.0,69.4,198,93.5,2.4,37.84,18.2,10.8
sharjah,92.5,65.1,157,16.0,0.5,6.24,6.8,3.8
al ain,52.0,64.1,149,91.3,3.1,39.3,43.7,16.5
al ain,66.8,35.0,12,145.5,4.4,65.26,25.5,9.9
dubai,37.3,2.8,121,48.1,1.3,24.46,58.7,34.6
abu dhabi,5.9,44.2,143,112.7,3.6,51.56,52.2,21.5
abu dhabi,95.8,4.5,79,81.1,2.0,43.1,30.8,20.2
al ain,99.5,46.9,199,46.7,1.2,19.24,27.1,13.9
ajman,36.5,46.4,197,64.8,1.5,30.08,14.1,5.0
ras al khaimah,94.4,17.9,171,84.9,2.0,40.52,9.2,5.6
ras al khaimah,16.8,78.4,176,115.4,2.5,44.78,14.5,8.7
ras al khaimah,15.5,70.4,114,83.4,2.7,41.82,33.0,18.5
dubai,7.3,56.0,164,139.1,2.8,66.09,8.5,5.6
dubai,39.1,92.6,15,22.0,0.6,8.68,53.0,31.7
sharjah,5.2,28.7,46,143.9,3.7,62.51,58.1,35.4
sharjah,39.5,26.2,133,84.8,2.2,40.31,16.0,8.0
ras al khaimah,13.8,18.3,25,61.8,2.0,30.41,38.7,23.4
dubai,73.1,54.4,162,16.0,0.5,6.96,24.6,11.6
sharjah,83.3,20.5,36,48.0,1.4,23.52,31.4,15.1
abu dhabi,68.8,86.9,70,68.5,2.1,27.87,46.2,25.0
abu dhabi,20.0,30.4,52,140.9,4.5,58.46,36.5,22.0
abu dhabi,76.7,49.1,108,114.7,3.0,41.53,39.9,13.4
abu dhabi,25.0,53.0,17,13.6,0.4,6.09,8.7,4.3
ajman,75.9,30.8,162,52.5,1.2,20.68,14.4,4.4
sharjah,56.7,73.8,177,76.3,1.8,35.74,51.9,26.0
sharjah,36.7,69.2,149,128.3,4.4,68.49,58.2,27.5
sharjah,8.3,76.1,37,117.6,3.7,63.5,33.3,10.8
ras al khaimah,82.8,60.6,58,36.3,1.0,15.51,12.5,5.5
al ain,94.0,46.0,46,12.3,0.3,6.05,30.7,12.7
ajman,66.6,44.9,120,24.2,0.8,12.9,28.5,18.7
ajman,96.5,71.7,177,78.0,2.7,35.43,39.8,18.9
ras al khaimah,93.4,37.7,175,18.0,0.6,7.56,19.7,6.6
ras al khaimah,19.5,43.7,191,41.2,1.3,15.99,52.8,24.3
dubai,73.1,16.4,138,124.1,3.7,48.61,58.7,32.7
al ain,34.9,68.0,45,63.3,1.4,32.52,54.7,36.5
dubai,48.8,7.7,80,149.4,3.2,60.75,59.3,38.5
sharjah,15.7,99.1,59,114.6,2.7,46.84,8.3,3.9
ajman,97.5,14.4,13,43.4,1.2,21.46,15.1,8.4
sharjah,72.6,38.3,160,6.1,0.2,3.11,45.9,31.5
abu dhabi,26.7,23.8,116,81.4,2.7,32.36,28.0,10.1
al ain,37.1,29.1,194,107.3,2.6,51.93,57.6,37.6
dubai,42.2,32.2,168,73.1,1.9,32.19,8.9,5.7
abu dhabi,74.8,71.8,130,136.4,3.4,55.9,18.5,12.3
al ain,92.6,17.7,9,116.4,3.3,52.8,38.8,26.6
ras al khaimah,32.1,26.4,89,80.4,2.6,40.2,24.6,9.0
dubai,47.3,10.1,95,7.7,0.2,2.91,21.7,11.4
ras al khaimah,59.3,33.1,135,54.0,1.8,20.13,33.1,12.1
al ain,39.3,94.1,113,76.7,2.1,40.2,48.3,19.7
dubai,50.4,38.0,156,41.3,1.2,22.03,26.0,16.1
sharjah,10.6,77.7,5,126.5,4.3,57.58,2.1,1.4
sharjah,16.8,46.2,23,66.5,2.0,25.66,46.9,22.6
dubai,40.1,45.0,190,34.6,0.8,12.95,43.3,25.9
abu dhabi,91.5,82.4,87,118.0,2.9,45.79,30.3,11.6
abu dhabi,34.9,2.7,164,93.2,2.0,38.29,36.2,17.4
abu dhabi,25.0,86.5,171,33.6,0.7,16.23,22.1,6.7
sharjah,74.3,48.5,24,82.2,2.3,31.22,6.3,3.9
sharjah,94.9,35.1,141,105.7,3.3,40.66,47.8,19.4
abu dhabi,45.9,90.7,35,70.0,1.6,34.18,23.6,7.4
abu dhabi,0.9,34.0,31,48.8,1.2,19.83,59.1,26.0
abu dhabi,68.8,97.8,49,105.0,2.6,41.88,58.6,26.0
ras al khaimah,41.5,93.6,151,104.7,3.4,48.67,19.2,11.3
abu dhabi,67.4,26.8,19,7.5,0.2,2.81,11.7,5.2
al ain,27.8,34.1,133,38.9,0.8,18.41,45.6,19.2
ajman,0.2,81.2,76,98.7,2.9,35.87,45.9,13.9
ras al khaimah,34.4,19.6,53,37.5,1.0,15.07,1.9,1.2
ajman,70.5,73.2,48,144.6,2.9,63.78,32.2,10.6
abu dhabi,39.3,12.9,69,28.6,0.9,13.54,17.0,7.4
ajman,21.9,20.6,70,113.5,3.0,45.02,3.0,1.2
abu dhabi,46.4,50.1,63,149.8,4.2,77.63,25.8,17.6
dubai,75.2,74.6,104,55.3,1.7,29.06,8.0,4.3
abu dhabi,11.9,73.9,198,92.5,1.9,41.3,17.0,5.3
abu dhabi,69.2,60.9,90,20.3,0.5,8.3,34.0,19.4
dubai,66.7,27.2,37,95.2,2.6,36.17,14.9,9.7
dubai,37.1,41.5,122,148.2,3.3,78.39,21.8,12.4
al ain,97.0,24.6,166,146.1,3.2,56.11,42.5,21.7
ajman,89.5,27.7,120,64.7,1.6,26.77,48.4,20.8
sharjah,31.6,32.3,106,124.0,3.3,51.98,27.6,15.1
al ain,3.1,59.9,134,124.9,4.1,51.0,35.4,11.2
abu dhabi,30.8,20.8,176,52.5,1.5,18.92,19.8,7.7
sharjah,20.5,4.3,16,124.3,4.2,49.38,53.1,35.5
al ain,54.7,69.2,196,28.5,0.8,14.1,4.9,2.9
ajman,91.9,2.2,178,146.9,4.0,58.32,5.8,2.0
sharjah,87.0,97.1,192,130.3,3.2,64.83,2.3,1.3
abu dhabi,30.6,35.0,100,79.0,1.7,34.35,6.1,4.0
dubai,42.9,0.7,170,60.9,1.4,22.81,37.7,21.4
dubai,3.7,88.5,17,142.2,3.0,72.36,59.9,32.1
dubai,54.4,60.0,83,15.3,0.5,7.26,36.1,18.0
ras al khaimah,6.3,81.7,176,77.3,2.0,36.35,15.3,8.2
ajman,93.9,43.5,54,75.6,1.5,29.26,49.1,31.8
sharjah,86.7,35.4,152,60.3,1.9,28.47,21.3,9.1
ras al khaimah,21.4,65.5,64,21.3,0.5,10.72,35.6,21.7
dubai,69.9,40.6,118,41.5,1.4,22.38,26.4,14.7
abu dhabi,56.8,55.6,130,147.6,4.8,70.96,30.7,10.8
sharjah,80.1,27.8,175,122.2,3.0,53.5,6.3,2.5
al ain,47.6,33.3,69,126.6,3.0,64.24,55.8,36.5
ajman,19.2,8.2,157,78.9,2.8,29.12,18.3,7.9
al ain,64.0,78.1,87,101.0,3.3,43.98,36.1,16.7
abu dhabi,8.0,34.9,79,78.2,2.7,38.46,0.4,0.2
al ain,58.5,97.5,16,103.2,2.1,43.83,27.6,14.4
dubai,21.3,26.0,16,130.2,3.8,48.25,46.0,15.0
abu dhabi,68.5,47.5,154,40.2,1.0,15.27,36.7,17.5
ajman,82.8,30.6,21,142.9,3.7,55.74,19.1,9.5
dubai,11.0,69.4,23,137.5,2.9,70.07,39.0,24.4
al ain,40.0,80.8,37,65.8,2.1,32.23,47.7,18.4
al ain,73.4,48.7,68,146.6,4.1,72.93,9.5,4.3
ajman,16.4,36.7,33,133.0,4.2,69.65,4.0,2.0
abu dhabi,56.7,74.5,118,10.8,0.2,4.48,27.7,17.3
dubai,67.2,19.1,164,11.1,0.4,5.48,26.2,15.2
ajman,35.5,59.9,106,107.6,2.7,45.8,2.8,0.9
ajman,83.2,73.4,133,118.6,4.1,59.47,40.8,17.9
ras al khaimah,51.1,26.9,178,41.1,1.2,19.94,34.9,13.5
ajman,62.7,65.6,179,77.3,1.7,41.6,18.8,6.6
dubai,14.1,73.5,132,83.2,2.6,41.29,16.6,6.8
dubai,2.3,11.7,14,69.6,2.0,25.13,17.3,9.1
ras al khaimah,5.1,32.4,158,15.0,0.3,7.29,6.8,4.3
dubai,90.4,40.6,151,36.7,0.8,13.88,55.7,36.4
al ain,88.3,77.6,61,123.1,4.2,56.42,3.6,1.6
dubai,80.8,56.8,33,15.6,0.5,6.06,2.6,1.0
ras al khaimah,20.0,45.0,27,95.2,2.7,42.75,46.9,24.8
al ain,52.5,31.9,55,97.0,2.2,48.76,27.6,15.6
sharjah,79.6,0.4,148,143.7,3.6,59.21,48.7,25.4
dubai,67.5,2.0,189,148.2,3.4,57.43,30.6,19.3
al ain,11.6,24.0,31,142.0,4.1,59.16,53.9,24.7
abu dhabi,89.6,11.7,83,83.5,2.2,32.67,20.9,9.0
ajman,16.1,12.0,166,11.1,0.3,4.36,35.1,18.5
al ain,17.2,60.3,18,45.2,1.4,21.94,13.2,7.4
ras al khaimah,90.1,60.5,188,73.9,2.5,35.97,26.9,11.7
dubai,48.5,4.5,4,10.7,0.2,4.87,8.0,3.2
ras al khaimah,37.3,59.4,57,10.4,0.3,4.22,29.9,20.5
dubai,55.4,14.6,7,52.0,1.5,23.68,27.6,16.1
ras al khaimah,98.1,37.7,152,61.2,1.4,32.48,1.6,0.9
ajman,12.0,99.0,85,89.2,2.3,38.27,5.4,2.2
abu dhabi,75.7,52.2,88,140.3,2.9,61.2,33.8,22.6
sharjah,33.4,3.4,109,61.7,1.3,27.7,43.0,22.0
dubai,11.7,34.8,60,12.0,0.4,4.71,39.7,16.2
al ain,42.2,67.1,151,83.3,2.1,33.66,43.2,19.2
abu dhabi,54.9,22.5,86,56.9,1.7,27.56,28.7,12.9
abu dhabi,20.6,96.4,159,135.7,2.9,52.8,20.4,6.4
ajman,40.5,42.5,129,67.6,2.0,31.69,41.2,19.1
ras al khaimah,63.6,2.1,135,51.7,1.5,22.2,16.2,6.5
ajman,57.6,54.1,197,110.0,3.6,45.66,37.7,18.1
ajman,72.3,67.6,101,76.5,1.8,35.11,5.5,2.9
ajman,83.6,45.6,60,85.5,2.4,34.25,32.3,14.0
al ain,40.9,92.8,145,27.0,0.9,11.22,43.1,13.5
sharjah,42.3,90.2,141,59.4,1.4,26.99,19.0,12.7
ras al khaimah,49.7,13.9,97,11.7,0.3,5.6,55.1,19.1
ras al khaimah,56.6,8.0,67,114.5,2.9,58.46,4.4,1.9
al ain,10.8,31.2,186,40.6,1.4,20.64,15.9,9.4
al ain,31.3,60.8,51,22.5,0.5,10.12,40.6,26.5
ras al khaimah,17.2,60.2,16,90.5,2.0,33.79,49.6,27.7
abu dhabi,38.6,27.2,126,89.0,3.1,35.05,6.8,2.7
ras al khaimah,97.3,95.1,17,50.8,1.3,18.29,5.9,3.3
ras al khaimah,58.3,30.7,152,144.5,3.2,56.85,27.9,12.9
abu dhabi,42.9,80.4,168,97.2,2.8,35.53,20.7,12.4
ras al khaimah,56.6,83.2,143,139.3,2.8,68.07,33.0,15.1
abu dhabi,66.9,9.8,47,48.6,1.3,22.27,50.6,17.0
ajman,43.5,23.3,188,85.0,1.7,31.15,17.3,8.8
ras al khaimah,44.8,21.5,18,65.0,1.9,30.63,0.6,0.2
abu dhabi,70.1,92.0,22,64.9,1.9,32.87,40.3,22.1
sharjah,6.1,35.1,61,11.9,0.2,4.35,33.8,14.4
ras al khaimah,54.0,83.6,108,36.8,1.0,14.09,30.9,20.2
sharjah,54.7,47.8,142,131.1,4.5,58.32,47.1,23.6
al ain,75.7,45.7,58,128.2,3.3,47.13,51.0,16.0
dubai,98.3,90.3,183,20.2,0.7,7.35,8.7,4.8
ras al khaimah,79.6,44.1,163,7.6,0.3,3.53,49.9,31.6
ras al khaimah,50.4,74.5,46,19.8,0.5,9.13,32.5,10.3
al ain,16.9,42.4,13,97.6,2.8,49.31,52.3,31.3
dubai,58.8,10.2,140,39.8,1.3,14.89,34.1,20.6
al ain,83.4,5.3,35,115.6,3.5,60.28,53.7,30.7
sharjah,93.2,20.8,57,5.8,0.2,2.11,49.9,24.8
sharjah,82.5,72.2,154,108.8,2.6,45.07,19.6,11.0
sharjah,18.9,37.4,38,133.5,4.5,49.23,38.6,19.1
ajman,71.3,45.4,71,11.5,0.3,4.65,34.1,15.4
ajman,88.0,10.2,185,130.8,3.9,66.28,32.1,10.3
sharjah,68.1,62.3,136,138.1,4.6,52.83,6.6,3.3
dubai,68.6,80.3,124,82.7,2.1,32.78,1.4,0.9
al ain,50.0,62.5,199,46.3,1.3,21.76,20.5,6.6
abu dhabi,63.7,98.5,154,86.6,2.6,31.51,29.9,9.4
dubai,29.4,1.6,92,50.0,1.7,23.42,33.1,12.2
ajman,8.9,1.6,133,140.3,3.7,73.09,31.1,13.0
sharjah,82.8,50.0,107,83.8,2.4,31.22,8.7,4.4
ajman,94.3,26.6,73,120.8,2.7,43.62,49.0,30.9
al ain,85.7,68.7,195,93.4,2.0,40.45,43.2,13.5
dubai,33.4,79.3,119,46.8,1.0,24.0,51.8,31.7
abu dhabi,9.4,10.2,149,77.5,2.1,40.95,53.0,31.0
ajman,28.0,91.7,82,132.6,3.7,66.86,49.9,24.9
ras al khaimah,84.3,3.0,40,60.5,1.3,28.85,39.9,15.0
ajman,65.6,68.8,25,54.5,1.2,23.8,26.4,8.8
sharjah,96.7,38.5,161,143.7,3.4,72.14,38.1,13.8
ajman,34.3,66.7,104,53.4,1.8,26.5,14.9,6.5
al ain,55.1,9.8,103,129.6,2.8,50.94,55.3,28.3
sharjah,79.0,93.7,25,30.9,0.8,15.11,38.0,16.7
al ain,23.4,93.7,157,119.8,3.8,60.22,35.9,18.8
ras al khaimah,96.4,51.9,53,94.2,3.1,49.19,34.8,22.7
abu dhabi,59.2,51.0,120,22.4,0.7,11.01,41.0,14.4
abu dhabi,0.8,63.5,70,14.3,0.3,7.03,41.1,27.0
ras al khaimah,2.5,58.0,46,48.3,1.1,25.23,2.7,1.0
abu dhabi,88.2,54.4,33,100.3,2.2,39.62,25.5,12.7
sharjah,64.5,58.9,163,57.2,1.8,26.26,58.5,34.7
abu dhabi,76.3,85.9,19,44.3,1.1,23.07,45.5,26.3
ajman,78.4,61.1,1,89.4,2.2,42.35,11.5,6.9
abu dhabi,42.0,19.6,62,143.1,3.2,75.51,25.7,15.0
ajman,79.9,91.4,177,22.7,0.6,8.38,27.7,8.5
al ain,93.8,21.6,140,98.5,2.5,39.25,58.7,29.3
ras al khaimah,17.2,16.5,163,137.3,3.5,54.9,57.1,25.8
al ain,76.4,99.7,41,83.5,1.7,31.24,4.6,3.1
dubai,30.8,21.3,194,144.8,3.9,68.36,15.9,10.8
sharjah,32.1,10.0,24,91.7,2.0,39.64,4.4,1.8
abu dhabi,41.3,56.2,8,102.5,2.9,41.37,11.7,6.8
al ain,86.4,82.7,95,119.7,3.6,58.77,27.0,10.7
ras al khaimah,2.2,6.1,88,34.0,1.0,16.38,36.0,21.6
abu dhabi,43.4,49.0,58,86.2,1.9,31.64,48.7,20.4
ajman,68.0,6.9,34,94.1,2.8,41.32,5.2,3.1
ajman,11.0,42.9,64,22.4,0.6,10.97,16.9,5.3
sharjah,79.2,34.4,75,71.0,1.8,26.88,36.6,21.3
sharjah,94.2,13.7,120,116.7,2.6,58.71,27.6,12.9
dubai,9.1,93.1,72,10.9,0.4,5.13,18.5,11.0
sharjah,15.3,63.5,49,65.0,1.7,31.8,10.7,3.6
sharjah,97.4,84.3,119,26.1,0.7,10.57,42.5,27.5
ras al khaimah,19.8,90.6,116,30.5,0.7,15.08,14.1,8.0
al ain,7.9,93.0,88,79.3,2.4,31.03,41.1,18.4
ras al khaimah,95.2,74.8,22,9.3,0.2,4.79,55.0,24.0
dubai,89.3,30.7,193,66.6,2.1,26.45,12.9,5.4
al ain,65.6,82.9,104,8.7,0.2,3.55,43.3,23.2
sharjah,55.1,52.0,56,139.2,3.4,66.92,48.1,15.2
sharjah,91.9,27.2,145,133.0,4.1,55.87,38.0,22.2
al ain,65.6,38.6,84,35.7,0.9,14.84,19.5,12.0
al ain,65.8,30.1,33,14.5,0.3,5.38,14.4,5.8
dubai,84.4,46.6,140,41.3,1.3,20.96,47.2,16.8
sharjah,65.3,78.1,19,9.1,0.3,4.03,19.6,13.5
ras al khaimah,50.4,48.5,56,111.5,2.9,48.03,48.4,26.8
ajman,39.0,26.8,132,88.2,2.6,35.65,50.4,29.1
abu dhabi,50.3,8.7,145,83.9,2.1,38.59,52.2,28.9
ajman,52.2,85.6,198,128.5,3.6,59.2,49.0,19.6
al ain,36.1,41.7,142,122.4,3.8,44.12,54.0,33.5
abu dhabi,44.8,44.2,47,64.3,1.9,24.14,55.8,27.5
ras al khaimah,80.2,76.4,142,93.5,2.3,43.98,29.6,12.0
ras al khaimah,41.7,85.0,150,69.1,1.6,28.41,17.5,9.4
al ain,2.6,51.1,135,95.5,2.7,51.29,11.3,7.4
abu dhabi,28.3,63.2,149,27.0,0.8,10.93,23.5,14.3
abu dhabi,23.2,23.9,163,48.5,1.4,18.79,15.2,8.9
ajman,79.4,93.5,114,41.5,0.9,15.27,50.5,20.6
ajman,44.9,56.8,198,29.3,0.7,14.17,50.5,20.8
sharjah,28.0,72.0,129,65.0,2.0,26.8,26.6,16.8
ras al khaimah,81.1,11.4,12,110.3,2.4,45.15,48.5,30.1
ras al khaimah,1.9,63.7,35,62.4,2.1,23.7,38.5,24.8
abu dhabi,17.4,36.9,99,147.5,4.0,54.49,34.5,23.4
ras al khaimah,82.7,45.0,87,48.8,1.6,19.59,48.7,21.7
abu dhabi,55.1,68.2,162,142.5,3.6,61.47,48.3,26.1
sharjah,77.4,79.6,134,33.1,0.8,15.86,48.0,25.2
dubai,83.8,34.9,1,51.5,1.8,19.48,32.7,13.8
sharjah,94.2,87.3,91,28.8,0.8,12.27,19.2,10.0
al ain,6.3,21.9,109,39.5,0.9,21.28,24.2,16.8
sharjah,79.9,56.3,196,27.8,1.0,13.42,40.9,27.6
ras al khaimah,70.9,15.1,132,95.6,2.4,51.61,54.6,27.7
dubai,20.7,28.9,36,34.1,1.0,12.76,43.4,17.3
ajman,93.2,89.5,39,17.3,0.4,7.49,47.5,30.1
sharjah,40.4,1.2,63,43.6,1.4,17.5,17.5,11.2
ras al khaimah,88.8,91.6,80,103.4,3.6,54.75,26.3,13.8
al ain,60.5,32.8,22,67.2,1.7,35.14,44.8,21.8
ajman,52.7,69.6,158,27.6,0.6,12.76,52.2,19.5
dubai,16.0,9.2,14,14.2,0.4,5.9,30.7,13.3
sharjah,91.4,64.1,14,110.8,2.5,50.75,1.1,0.3
dubai,55.7,90.9,26,107.1,2.9,55.35,53.1,25.2
sharjah,0.6,55.5,27,71.9,2.1,33.31,5.8,2.0
dubai,1.8,36.2,113,81.5,1.8,40.57,31.8,16.1
ajman,77.8,79.4,163,39.9,1.4,19.3,28.8,11.5
abu dhabi,16.2,71.3,188,75.4,2.3,28.47,57.7,37.8
abu dhabi,59.9,11.8,162,110.6,2.8,54.9,7.5,2.6
dubai,68.1,66.6,137,116.9,3.1,46.47,39.8,18.9
